parent_skill_id,parent_label,prompt_mode,variant,candidate_pool_size,final_k,selected_count,selected_candidates,duplicate_count,invalid_count,unaligned_count,plausible_novel_count,hallucination_count,semantic_precision,semantic_recall,semantic_f1,hier_precision,hier_recall,hier_f1
http://www.gamaizer.ai/cmo/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22,connaissances,zero,baseline,10,5,5,"[""Compréhension des concepts fondamentaux d'une discipline spécifique"", ""Maîtrise des terminologies techniques liées à un domaine"", ""Capacité à analyser des données et à en tirer des conclusions"", ""Connaissance des outils et logiciels pertinents pour une tâche donnée"", ""Familiarité avec les normes et réglementations en vigueur""]",0,9,3,2,1,0.4772812843322754,0.19886720180511475,0.2807536966660444,0.5,0.16666666666666666,0.25
http://www.gamaizer.ai/cmo/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22,connaissances,zero,validation,10,5,1,"[""Maîtrise des langues étrangères pertinentes pour la communication professionnelle""]",0,9,3,2,1,0.47596001625061035,0.039663334687550865,0.07322461788470928,0.5,0.041666666666666664,0.07692307692307693
http://www.gamaizer.ai/cmo/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22,connaissances,zero,validation_rerank,10,5,1,"[""Maîtrise des langues étrangères pertinentes pour la communication professionnelle""]",0,9,3,2,1,0.47596001625061035,0.039663334687550865,0.07322461788470928,0.5,0.041666666666666664,0.07692307692307693
http://www.gamaizer.ai/cmo/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22,connaissances,zero,soft_validation,10,5,5,"[""Maîtrise des terminologies techniques liées à un domaine"", ""Capacité à analyser des données et à en tirer des conclusions"", ""Familiarité avec les normes et réglementations en vigueur"", ""Aptitude à effectuer des recherches approfondies sur un sujet"", ""Compréhension des tendances actuelles et des évolutions dans un secteur""]",0,9,3,2,1,0.4697831630706787,0.1957429846127828,0.27634303710039926,0.5,0.20833333333333334,0.29411764705882354
http://www.gamaizer.ai/cmo/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22,connaissances,zero,soft_validation_rerank,10,5,5,"[""Maîtrise des terminologies techniques liées à un domaine"", ""Capacité à analyser des données et à en tirer des conclusions"", ""Maîtrise des langues étrangères pertinentes pour la communication professionnelle"", ""Familiarité avec les normes et réglementations en vigueur"", ""Compréhension des tendances actuelles et des évolutions dans un secteur""]",0,9,3,2,1,0.48382115364074707,0.20159214735031128,0.28460067861220417,0.5,0.20833333333333334,0.29411764705882354
http://www.gamaizer.ai/cmo/skill/00,programmes et certifications génériques,zero,baseline,10,5,5,"[""Élaboration de contenus pédagogiques pour la formation en ligne"", ""Évaluation des compétences acquises par les apprenants"", ""Gestion de projets de certification professionnelle"", ""Conception de parcours de formation adaptés aux besoins des entreprises"", ""Animation de sessions de formation en présentiel et à distance""]",0,7,6,1,5,0.5448421478271485,0.5448421478271485,0.5448421478271485,1.0,0.2,0.33333333333333337
http://www.gamaizer.ai/cmo/skill/00,programmes et certifications génériques,zero,validation,10,5,3,"[""Gestion de projets de certification professionnelle"", ""Développement de critères d'évaluation pour les certifications"", ""Coordination avec des organismes de certification externes""]",0,7,6,1,5,0.737507184346517,0.4425043106079102,0.5531303882598878,1.0,0.2,0.33333333333333337
http://www.gamaizer.ai/cmo/skill/00,programmes et certifications génériques,zero,validation_rerank,10,5,3,"[""Développement de critères d'évaluation pour les certifications"", ""Gestion de projets de certification professionnelle"", ""Coordination avec des organismes de certification externes""]",0,7,6,1,5,0.737507184346517,0.4425043106079102,0.5531303882598878,1.0,0.2,0.33333333333333337
http://www.gamaizer.ai/cmo/skill/00,programmes et certifications génériques,zero,soft_validation,10,5,5,"[""Gestion de projets de certification professionnelle"", ""Développement de critères d'évaluation pour les certifications"", ""Coordination avec des organismes de certification externes"", ""Mise en place de stratégies de communication pour promouvoir les certifications"", ""Évaluation des compétences acquises par les apprenants""]",0,7,6,1,5,0.6783022880554199,0.6783022880554199,0.6783022880554199,0.75,0.3,0.4285714285714285
http://www.gamaizer.ai/cmo/skill/00,programmes et certifications génériques,zero,soft_validation_rerank,10,5,5,"[""Développement de critères d'évaluation pour les certifications"", ""Gestion de projets de certification professionnelle"", ""Coordination avec des organismes de certification externes"", ""Mise en place de stratégies de communication pour promouvoir les certifications"", ""Évaluation des compétences acquises par les apprenants""]",0,7,6,1,5,0.6783022880554199,0.6783022880554199,0.6783022880554199,0.75,0.3,0.4285714285714285
http://www.gamaizer.ai/cmo/skill/ab877a24-335d-4676-b366-c5c06651481a,"communication, collaboration et créativité",zero,baseline,10,5,5,"[""Écoute active"", ""Expression claire des idées"", ""Gestion des conflits"", ""Travail en équipe"", ""Adaptabilité aux feedbacks""]",0,10,10,4,6,0.5265713691711426,0.2632856845855713,0.35104757944742837,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/ab877a24-335d-4676-b366-c5c06651481a,"communication, collaboration et créativité",zero,validation,10,5,0,[],0,10,10,4,6,0.0,0.0,0.0,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/ab877a24-335d-4676-b366-c5c06651481a,"communication, collaboration et créativité",zero,validation_rerank,10,5,0,[],0,10,10,4,6,0.0,0.0,0.0,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/ab877a24-335d-4676-b366-c5c06651481a,"communication, collaboration et créativité",zero,soft_validation,10,5,5,"[""Expression claire des idées"", ""Écoute active"", ""Gestion des conflits"", ""Adaptabilité aux feedbacks"", ""Pensée critique""]",0,10,10,4,6,0.5677390575408936,0.2838695287704468,0.3784927050272624,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/ab877a24-335d-4676-b366-c5c06651481a,"communication, collaboration et créativité",zero,soft_validation_rerank,10,5,5,"[""Innovation dans la résolution de problèmes"", ""Écoute active"", ""Pensée critique"", ""Gestion des conflits"", ""Présentation persuasive""]",0,10,10,4,6,0.5491513729095459,0.2745756864547729,0.36610091527303057,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/0031,compétences et développement personnels,zero,baseline,10,5,5,"[""Gestion du temps"", ""Communication interpersonnelle"", ""Résolution de conflits"", ""Prise de décision"", ""Écoute active""]",0,9,9,0,9,0.5159806251525879,0.23453664779663086,0.32248789072036743,1.0,0.09090909090909091,0.16666666666666669
http://www.gamaizer.ai/cmo/skill/0031,compétences et développement personnels,zero,validation,10,5,1,"[""Communication interpersonnelle""]",0,9,9,0,9,0.8615992069244385,0.0783272006294944,0.14359986782073975,1.0,0.09090909090909091,0.16666666666666669
http://www.gamaizer.ai/cmo/skill/0031,compétences et développement personnels,zero,validation_rerank,10,5,1,"[""Communication interpersonnelle""]",0,9,9,0,9,0.8615992069244385,0.0783272006294944,0.14359986782073975,1.0,0.09090909090909091,0.16666666666666669
http://www.gamaizer.ai/cmo/skill/0031,compétences et développement personnels,zero,soft_validation,10,5,5,"[""Communication interpersonnelle"", ""Gestion du temps"", ""Résolution de conflits"", ""Prise de décision"", ""Écoute active""]",0,9,9,0,9,0.5159806251525879,0.23453664779663086,0.32248789072036743,1.0,0.09090909090909091,0.16666666666666669
http://www.gamaizer.ai/cmo/skill/0031,compétences et développement personnels,zero,soft_validation_rerank,10,5,5,"[""Communication interpersonnelle"", ""Gestion du temps"", ""Développement de la confiance en soi"", ""Fixation d'objectifs"", ""Prise de décision""]",0,9,9,0,9,0.5720881938934326,0.2600400881333785,0.3575551211833954,1.0,0.09090909090909091,0.16666666666666669
http://www.gamaizer.ai/cmo/skill/6e4f29f5-3904-4e1e-9c5f-c158c5e197bf,assister les visiteurs,zero,baseline,10,5,5,"[""Accueillir les visiteurs avec courtoisie et professionnalisme."", ""Fournir des informations précises sur les services et installations."", ""Orienter les visiteurs vers les lieux d'intérêt ou les services demandés."", ""Répondre aux questions des visiteurs de manière claire et concise."", ""Gérer les situations de conflit ou d'insatisfaction avec diplomatie.""]",0,10,6,4,2,0.5792277336120606,0.36201733350753784,0.44555979508620047,1.0,0.125,0.2222222222222222
http://www.gamaizer.ai/cmo/skill/6e4f29f5-3904-4e1e-9c5f-c158c5e197bf,assister les visiteurs,zero,validation,10,5,0,[],0,10,6,4,2,0.0,0.0,0.0,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/6e4f29f5-3904-4e1e-9c5f-c158c5e197bf,assister les visiteurs,zero,validation_rerank,10,5,0,[],0,10,6,4,2,0.0,0.0,0.0,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/6e4f29f5-3904-4e1e-9c5f-c158c5e197bf,assister les visiteurs,zero,soft_validation,10,5,5,"[""Orienter les visiteurs vers les lieux d'intérêt ou les services demandés."", ""Assurer la sécurité des visiteurs en respectant les protocoles en vigueur."", ""Organiser des visites guidées en fonction des intérêts des groupes."", ""Collecter et transmettre les retours d'expérience des visiteurs."", ""Accueillir les visiteurs avec courtoisie et professionnalisme.""]",0,10,6,4,2,0.7165881633758545,0.44786760210990906,0.5512216641352727,1.0,0.375,0.5454545454545454
http://www.gamaizer.ai/cmo/skill/6e4f29f5-3904-4e1e-9c5f-c158c5e197bf,assister les visiteurs,zero,soft_validation_rerank,10,5,5,"[""Orienter les visiteurs vers les lieux d'intérêt ou les services demandés."", ""Assurer la sécurité des visiteurs en respectant les protocoles en vigueur."", ""Collecter et transmettre les retours d'expérience des visiteurs."", ""Organiser des visites guidées en fonction des intérêts des groupes."", ""Accueillir les visiteurs avec courtoisie et professionnalisme.""]",0,10,6,4,2,0.7165881633758545,0.44786760210990906,0.5512216641352727,1.0,0.375,0.5454545454545454
http://www.gamaizer.ai/cmo/skill/011,éducation,zero,baseline,10,5,5,"[""Élaboration de plans de cours"", ""Gestion de la classe"", ""Évaluation des apprentissages"", ""Utilisation des technologies éducatives"", ""Adaptation des méthodes pédagogiques""]",0,6,6,4,2,0.5939104080200195,0.4949253400166829,0.5399185527454723,0.5,0.25,0.3333333333333333
http://www.gamaizer.ai/cmo/skill/011,éducation,zero,validation,10,5,4,"[""Évaluation des apprentissages"", ""Utilisation des technologies éducatives"", ""Adaptation des méthodes pédagogiques"", ""Développement de ressources pédagogiques""]",0,6,6,4,2,0.6416520476341248,0.4277680317560832,0.5133216381072998,0.5,0.25,0.3333333333333333
http://www.gamaizer.ai/cmo/skill/011,éducation,zero,validation_rerank,10,5,4,"[""Adaptation des méthodes pédagogiques"", ""Évaluation des apprentissages"", ""Développement de ressources pédagogiques"", ""Utilisation des technologies éducatives""]",0,6,6,4,2,0.64165198802948,0.4277679920196533,0.5133215904235839,0.5,0.25,0.3333333333333333
http://www.gamaizer.ai/cmo/skill/011,éducation,zero,soft_validation,10,5,5,"[""Évaluation des apprentissages"", ""Utilisation des technologies éducatives"", ""Adaptation des méthodes pédagogiques"", ""Développement de ressources pédagogiques"", ""Élaboration de plans de cours""]",0,6,6,4,2,0.6059338569641113,0.5049448808034261,0.5508489608764648,0.5,0.25,0.3333333333333333
http://www.gamaizer.ai/cmo/skill/011,éducation,zero,soft_validation_rerank,10,5,5,"[""Adaptation des méthodes pédagogiques"", ""Évaluation des apprentissages"", ""Développement de ressources pédagogiques"", ""Utilisation des technologies éducatives"", ""Gestion de la classe""]",0,6,6,4,2,0.6364040374755859,0.5303366978963217,0.5785491249778054,0.5,0.25,0.3333333333333333
http://www.gamaizer.ai/cmo/skill/0113,formation des enseignants sans spécialisation,zero,baseline,10,5,5,"[""Élaboration de plans de cours adaptés aux besoins des élèves."", ""Utilisation d'outils numériques pour l'enseignement."", ""Gestion de la dynamique de groupe en classe."", ""Évaluation formative des compétences des élèves."", ""Intégration de méthodes pédagogiques variées.""]",0,10,10,5,5,0.6218620777130127,0.38866379857063293,0.4783554443946252,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/0113,formation des enseignants sans spécialisation,zero,validation,10,5,0,[],0,10,10,5,5,0.0,0.0,0.0,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/0113,formation des enseignants sans spécialisation,zero,validation_rerank,10,5,0,[],0,10,10,5,5,0.0,0.0,0.0,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/0113,formation des enseignants sans spécialisation,zero,soft_validation,10,5,5,"[""Élaboration de plans de cours adaptés aux besoins des élèves."", ""Gestion de la dynamique de groupe en classe."", ""Communication efficace avec les parents et la communauté."", ""Développement de stratégies d'inclusion pour les élèves en difficulté."", ""Animation d'ateliers de sensibilisation sur des thématiques éducatives.""]",0,10,10,5,5,0.5356128692626954,0.33475804328918457,0.41200989943284255,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/0113,formation des enseignants sans spécialisation,zero,soft_validation_rerank,10,5,5,"[""Élaboration de plans de cours adaptés aux besoins des élèves."", ""Animation d'ateliers de sensibilisation sur des thématiques éducatives."", ""Gestion de la dynamique de groupe en classe."", ""Développement de stratégies d'inclusion pour les élèves en difficulté."", ""Communication efficace avec les parents et la communauté.""]",0,10,10,5,5,0.5356128692626954,0.33475804328918457,0.41200989943284255,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/0114,formation des enseignants avec spécialisation,zero,baseline,10,5,5,"[""Élaboration de programmes de formation adaptés aux besoins des enseignants."", ""Conception de modules de formation sur les nouvelles technologies éducatives."", ""Animation d'ateliers pratiques sur les méthodes pédagogiques innovantes."", ""Évaluation des compétences des enseignants à travers des outils d'analyse."", ""Développement de ressources pédagogiques spécifiques à chaque discipline.""]",0,9,9,5,4,0.689560842514038,0.4309755265712738,0.5304314173184907,1.0,0.125,0.2222222222222222
http://www.gamaizer.ai/cmo/skill/0114,formation des enseignants avec spécialisation,zero,validation,10,5,1,"[""Conception de modules de formation sur les nouvelles technologies éducatives.""]",0,9,9,5,4,0.8114193081855774,0.10142741352319717,0.1803154018190172,1.0,0.125,0.2222222222222222
http://www.gamaizer.ai/cmo/skill/0114,formation des enseignants avec spécialisation,zero,validation_rerank,10,5,1,"[""Conception de modules de formation sur les nouvelles technologies éducatives.""]",0,9,9,5,4,0.8114193081855774,0.10142741352319717,0.1803154018190172,1.0,0.125,0.2222222222222222
http://www.gamaizer.ai/cmo/skill/0114,formation des enseignants avec spécialisation,zero,soft_validation,10,5,3,"[""Conception de modules de formation sur les nouvelles technologies éducatives."", ""Élaboration de programmes de formation adaptés aux besoins des enseignants."", ""Mise en place de réseaux de pairs pour le partage de bonnes pratiques.""]",0,9,9,5,4,0.6810201009114584,0.2553825378417969,0.37146550958806823,1.0,0.125,0.2222222222222222
http://www.gamaizer.ai/cmo/skill/0114,formation des enseignants avec spécialisation,zero,soft_validation_rerank,10,5,3,"[""Conception de modules de formation sur les nouvelles technologies éducatives."", ""Élaboration de programmes de formation adaptés aux besoins des enseignants."", ""Mise en place de réseaux de pairs pour le partage de bonnes pratiques.""]",0,9,9,5,4,0.6810201009114584,0.2553825378417969,0.37146550958806823,1.0,0.125,0.2222222222222222
http://www.gamaizer.ai/cmo/skill/0188,programmes interdisciplinaires et certifications impliquant l'éducation,zero,baseline,10,5,5,"[""Conception de programmes éducatifs intégrant plusieurs disciplines."", ""Évaluation des compétences transversales des apprenants."", ""Développement de partenariats avec des institutions variées."", ""Création de modules de formation certifiants en ligne."", ""Mise en œuvre de projets pédagogiques collaboratifs.""]",0,9,9,8,1,0.43229217529296876,0.43229217529296876,0.43229217529296876,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/0188,programmes interdisciplinaires et certifications impliquant l'éducation,zero,validation,10,5,1,"[""Intégration des technologies éducatives dans l'enseignement interdisciplinaire.""]",0,9,9,8,1,0.8018225431442261,0.16036450862884521,0.2672741810480754,1.0,0.2,0.33333333333333337
http://www.gamaizer.ai/cmo/skill/0188,programmes interdisciplinaires et certifications impliquant l'éducation,zero,validation_rerank,10,5,1,"[""Intégration des technologies éducatives dans l'enseignement interdisciplinaire.""]",0,9,9,8,1,0.8018225431442261,0.16036450862884521,0.2672741810480754,1.0,0.2,0.33333333333333337
http://www.gamaizer.ai/cmo/skill/0188,programmes interdisciplinaires et certifications impliquant l'éducation,zero,soft_validation,10,5,3,"[""Intégration des technologies éducatives dans l'enseignement interdisciplinaire."", ""Conception de programmes éducatifs intégrant plusieurs disciplines."", ""Développement de partenariats avec des institutions variées.""]",0,9,9,8,1,0.5046184857686361,0.30277109146118164,0.3784638643264771,1.0,0.2,0.33333333333333337
http://www.gamaizer.ai/cmo/skill/0188,programmes interdisciplinaires et certifications impliquant l'éducation,zero,soft_validation_rerank,10,5,3,"[""Intégration des technologies éducatives dans l'enseignement interdisciplinaire."", ""Conception de programmes éducatifs intégrant plusieurs disciplines."", ""Développement de partenariats avec des institutions variées.""]",0,9,9,8,1,0.5046184857686361,0.30277109146118164,0.3784638643264771,1.0,0.2,0.33333333333333337
http://www.gamaizer.ai/cmo/skill/efda73b4-5212-40a7-b2f8-d2f754ffdf2b,suivre les tendances,zero,baseline,10,5,5,"[""Analyser les données de marché pour identifier les évolutions."", ""Surveiller les réseaux sociaux pour détecter les nouvelles tendances."", ""Participer à des conférences et des salons professionnels pour s'informer."", ""Évaluer l'impact des innovations technologiques sur le secteur."", ""Réaliser des études de consommation pour comprendre les comportements.""]",0,10,10,4,6,0.5549416065216064,0.46245133876800537,0.5044923695650967,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/efda73b4-5212-40a7-b2f8-d2f754ffdf2b,suivre les tendances,zero,validation,10,5,0,[],0,10,10,4,6,0.0,0.0,0.0,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/efda73b4-5212-40a7-b2f8-d2f754ffdf2b,suivre les tendances,zero,validation_rerank,10,5,0,[],0,10,10,4,6,0.0,0.0,0.0,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/efda73b4-5212-40a7-b2f8-d2f754ffdf2b,suivre les tendances,zero,soft_validation,10,5,5,"[""Surveiller les réseaux sociaux pour détecter les nouvelles tendances."", ""Analyser les données de marché pour identifier les évolutions."", ""Participer à des conférences et des salons professionnels pour s'informer."", ""Évaluer l'impact des innovations technologiques sur le secteur."", ""Réaliser des études de consommation pour comprendre les comportements.""]",0,10,10,4,6,0.5549416065216064,0.46245133876800537,0.5044923695650967,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/efda73b4-5212-40a7-b2f8-d2f754ffdf2b,suivre les tendances,zero,soft_validation_rerank,10,5,5,"[""Surveiller les réseaux sociaux pour détecter les nouvelles tendances."", ""Analyser les données de marché pour identifier les évolutions."", ""Participer à des conférences et des salons professionnels pour s'informer."", ""Réaliser des études de consommation pour comprendre les comportements."", ""Créer des rapports de veille sectorielle pour partager les insights.""]",0,10,10,4,6,0.5465576171875,0.4554646809895833,0.49687056107954547,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/7ec00c15-c9bb-4b74-9b8b-681424e9ea2c,exploiter des machines d’emballage,zero,baseline,10,5,5,"[""Régler les paramètres de fonctionnement des machines d’emballage"", ""Effectuer la maintenance préventive des équipements d’emballage"", ""Contrôler la qualité des emballages produits"", ""Charger et décharger les matériaux d’emballage sur la machine"", ""Identifier et résoudre les pannes courantes des machines d’emballage""]",0,8,4,1,3,0.6958582401275635,0.34792912006378174,0.46390549341837567,0.75,0.15,0.24999999999999997
http://www.gamaizer.ai/cmo/skill/7ec00c15-c9bb-4b74-9b8b-681424e9ea2c,exploiter des machines d’emballage,zero,validation,10,5,2,"[""Contrôler la qualité des emballages produits"", ""Optimiser les processus d’emballage pour améliorer l’efficacité""]",0,8,4,1,3,0.6714977622032166,0.13429955244064332,0.2238325874010722,0.75,0.15,0.24999999999999997
http://www.gamaizer.ai/cmo/skill/7ec00c15-c9bb-4b74-9b8b-681424e9ea2c,exploiter des machines d’emballage,zero,validation_rerank,10,5,2,"[""Optimiser les processus d’emballage pour améliorer l’efficacité"", ""Contrôler la qualité des emballages produits""]",0,8,4,1,3,0.6714977622032166,0.13429955244064332,0.2238325874010722,0.75,0.15,0.24999999999999997
http://www.gamaizer.ai/cmo/skill/7ec00c15-c9bb-4b74-9b8b-681424e9ea2c,exploiter des machines d’emballage,zero,soft_validation,10,5,3,"[""Optimiser les processus d’emballage pour améliorer l’efficacité"", ""Contrôler la qualité des emballages produits"", ""Collaborer avec les équipes de production pour coordonner les besoins d’emballage""]",0,8,4,1,3,0.6192782719930013,0.1857834815979004,0.28582074091984677,0.75,0.15,0.24999999999999997
http://www.gamaizer.ai/cmo/skill/7ec00c15-c9bb-4b74-9b8b-681424e9ea2c,exploiter des machines d’emballage,zero,soft_validation_rerank,10,5,3,"[""Optimiser les processus d’emballage pour améliorer l’efficacité"", ""Contrôler la qualité des emballages produits"", ""Collaborer avec les équipes de production pour coordonner les besoins d’emballage""]",0,8,4,1,3,0.6192782719930013,0.1857834815979004,0.28582074091984677,0.75,0.15,0.24999999999999997
http://www.gamaizer.ai/cmo/skill/02,lettres et arts,zero,baseline,10,5,5,"[""Analyse littéraire des textes classiques et contemporains"", ""Création de récits narratifs originaux"", ""Interprétation et critique d'œuvres artistiques"", ""Pratique de la poésie et des formes poétiques"", ""Élaboration de scénarios pour le théâtre ou le cinéma""]",0,9,5,5,0,0.5749063491821289,0.47908862431844074,0.5226421356201172,0.75,0.25,0.375
http://www.gamaizer.ai/cmo/skill/02,lettres et arts,zero,validation,10,5,1,"[""Interprétation et critique d'œuvres artistiques""]",0,9,5,5,0,0.7169427275657654,0.11949045459429423,0.20484077930450442,1.0,0.16666666666666666,0.2857142857142857
http://www.gamaizer.ai/cmo/skill/02,lettres et arts,zero,validation_rerank,10,5,1,"[""Interprétation et critique d'œuvres artistiques""]",0,9,5,5,0,0.7169427275657654,0.11949045459429423,0.20484077930450442,1.0,0.16666666666666666,0.2857142857142857
http://www.gamaizer.ai/cmo/skill/02,lettres et arts,zero,soft_validation,10,5,5,"[""Interprétation et critique d'œuvres artistiques"", ""Analyse littéraire des textes classiques et contemporains"", ""Étude des mouvements artistiques et de leur impact culturel"", ""Rédaction d'essais critiques sur des thèmes littéraires"", ""Exploration des relations entre littérature et autres arts (musique, danse, etc.)""]",0,9,5,5,0,0.6128115653991699,0.5106763044993082,0.5571014230901545,0.6,0.5,0.5454545454545454
http://www.gamaizer.ai/cmo/skill/02,lettres et arts,zero,soft_validation_rerank,10,5,5,"[""Interprétation et critique d'œuvres artistiques"", ""Analyse littéraire des textes classiques et contemporains"", ""Rédaction d'essais critiques sur des thèmes littéraires"", ""Exploration des relations entre littérature et autres arts (musique, danse, etc.)"", ""Étude des mouvements artistiques et de leur impact culturel""]",0,9,5,5,0,0.6128115653991699,0.5106763044993082,0.5571014230901545,0.6,0.5,0.5454545454545454
http://www.gamaizer.ai/cmo/skill/020b3c27-bae1-4b85-9d6f-eccee0f5ed99,gérer des fournitures,zero,baseline,10,5,5,"[""Évaluer les besoins en fournitures pour un projet ou une activité."", ""Rechercher et sélectionner des fournisseurs appropriés."", ""Négocier les prix et les conditions d'achat avec les fournisseurs."", ""Suivre les commandes et s'assurer de la livraison dans les délais."", ""Gérer l'inventaire des fournitures et effectuer des réapprovisionnements.""]",0,10,4,4,0,0.6293210983276367,0.5244342486063639,0.5721100893887607,1.0,0.16666666666666666,0.2857142857142857
http://www.gamaizer.ai/cmo/skill/020b3c27-bae1-4b85-9d6f-eccee0f5ed99,gérer des fournitures,zero,validation,10,5,0,[],0,10,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/020b3c27-bae1-4b85-9d6f-eccee0f5ed99,gérer des fournitures,zero,validation_rerank,10,5,0,[],0,10,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0
http://www.gamaizer.ai/cmo/skill/020b3c27-bae1-4b85-9d6f-eccee0f5ed99,gérer des fournitures,zero,soft_validation,10,5,5,"[""Suivre les commandes et s'assurer de la livraison dans les délais."", ""Gérer l'inventaire des fournitures et effectuer des réapprovisionnements."", ""Mettre en place un système de stockage efficace pour les fournitures."", ""Former le personnel sur l'utilisation et la gestion des fournitures."", ""Évaluer la qualité des fournitures reçues et gérer les retours si nécessaire.""]",0,10,4,4,0,0.6690361976623536,0.5575301647186279,0.6082147251475941,1.0,0.3333333333333333,0.5
